Date,Year,Month,Day,Heathrow
2002-01-01,2002,01,01,44.5
2002-01-02,2002,01,02,20.7
2002-01-03,2002,01,03,21.2
2002-01-04,2002,01,04,28.3
2002-01-05,2002,01,05,29.5
2002-01-06,2002,01,06,20
2002-01-07,2002,01,07,19.1
2002-01-08,2002,01,08,24.4
2002-01-09,2002,01,09,37.9
2002-01-10,2002,01,10,NA
2002-01-11,2002,01,11,NA
2002-01-12,2002,01,12,17.4
2002-01-13,2002,01,13,27.6
2002-01-14,2002,01,14,17.6
2002-01-15,2002,01,15,19.5
2002-01-16,2002,01,16,21
2002-01-17,2002,01,17,15
2002-01-18,2002,01,18,17.5
2002-01-19,2002,01,19,18.8
2002-01-20,2002,01,20,17.6
2002-01-21,2002,01,21,19.7
2002-01-22,2002,01,22,17.1
2002-01-23,2002,01,23,17.8
2002-01-24,2002,01,24,17.9
2002-01-25,2002,01,25,15.4
2002-01-26,2002,01,26,12.8
2002-01-27,2002,01,27,15.4
2002-01-28,2002,01,28,22
2002-01-29,2002,01,29,25.8
2002-01-30,2002,01,30,19.3
2002-01-31,2002,01,31,17.1
2002-02-01,2002,02,01,23.9
2002-02-02,2002,02,02,21.6
2002-02-03,2002,02,03,19
2002-02-04,2002,02,04,12.4
2002-02-05,2002,02,05,14.7
2002-02-06,2002,02,06,17.6
2002-02-07,2002,02,07,17.3
2002-02-08,2002,02,08,15.4
2002-02-09,2002,02,09,12.3
2002-02-10,2002,02,10,18.9
2002-02-11,2002,02,11,12
2002-02-12,2002,02,12,20.2
2002-02-13,2002,02,13,23.2
2002-02-14,2002,02,14,21.4
2002-02-15,2002,02,15,30.3
2002-02-16,2002,02,16,21.7
2002-02-17,2002,02,17,24.4
2002-02-18,2002,02,18,20.2
2002-02-19,2002,02,19,14.5
2002-02-20,2002,02,20,15
2002-02-21,2002,02,21,18.4
2002-02-22,2002,02,22,12.4
2002-02-23,2002,02,23,15.7
2002-02-24,2002,02,24,17.7
2002-02-25,2002,02,25,11.9
2002-02-26,2002,02,26,11.4
2002-02-27,2002,02,27,7
2002-02-28,2002,02,28,15.1
2002-03-01,2002,03,01,29.9
2002-03-02,2002,03,02,20
2002-03-03,2002,03,03,22.2
2002-03-04,2002,03,04,23.5
2002-03-05,2002,03,05,23.4
2002-03-06,2002,03,06,23.3
2002-03-07,2002,03,07,30
2002-03-08,2002,03,08,21.1
2002-03-09,2002,03,09,20
2002-03-10,2002,03,10,19.1
2002-03-11,2002,03,11,16.9
2002-03-12,2002,03,12,31.8
2002-03-13,2002,03,13,16.5
2002-03-14,2002,03,14,19.8
2002-03-15,2002,03,15,28.1
2002-03-16,2002,03,16,15.5
2002-03-17,2002,03,17,13.3
2002-03-18,2002,03,18,10.3
2002-03-19,2002,03,19,17.5
2002-03-20,2002,03,20,15.5
2002-03-21,2002,03,21,16.5
2002-03-22,2002,03,22,27.7
2002-03-23,2002,03,23,12.6
2002-03-24,2002,03,24,19.5
2002-03-25,2002,03,25,31.4
2002-03-26,2002,03,26,23
2002-03-27,2002,03,27,24.2
2002-03-28,2002,03,28,35.7
2002-03-29,2002,03,29,37.1
2002-03-30,2002,03,30,43.2
2002-03-31,2002,03,31,23.2
2002-04-01,2002,04,01,25
2002-04-02,2002,04,02,32.8
2002-04-03,2002,04,03,34.3
2002-04-04,2002,04,04,52.8
2002-04-05,2002,04,05,59.3
2002-04-06,2002,04,06,42.9
2002-04-07,2002,04,07,22.5
2002-04-08,2002,04,08,31.1
2002-04-09,2002,04,09,25.1
2002-04-10,2002,04,10,42.6
2002-04-11,2002,04,11,44.7
2002-04-12,2002,04,12,38
2002-04-13,2002,04,13,16.4
2002-04-14,2002,04,14,22.4
2002-04-15,2002,04,15,28
2002-04-16,2002,04,16,27.9
2002-04-17,2002,04,17,20.5
2002-04-18,2002,04,18,11.4
2002-04-19,2002,04,19,22.6
2002-04-20,2002,04,20,30.7
2002-04-21,2002,04,21,20.4
2002-04-22,2002,04,22,21.5
2002-04-23,2002,04,23,22.9
2002-04-24,2002,04,24,17.8
2002-04-25,2002,04,25,22.3
2002-04-26,2002,04,26,11
2002-04-27,2002,04,27,NA
2002-04-28,2002,04,28,7.9
2002-04-29,2002,04,29,18.8
2002-04-30,2002,04,30,13
2002-05-01,2002,05,01,9.1
2002-05-02,2002,05,02,20.2
2002-05-03,2002,05,03,20.4
2002-05-04,2002,05,04,15.4
2002-05-05,2002,05,05,15.2
2002-05-06,2002,05,06,17.2
2002-05-07,2002,05,07,19.4
2002-05-08,2002,05,08,24.1
2002-05-09,2002,05,09,33.6
2002-05-10,2002,05,10,54.7
2002-05-11,2002,05,11,23.3
2002-05-12,2002,05,12,21.1
2002-05-13,2002,05,13,11.4
2002-05-14,2002,05,14,18.3
2002-05-15,2002,05,15,18.2
2002-05-16,2002,05,16,24.4
2002-05-17,2002,05,17,43.5
2002-05-18,2002,05,18,14.5
2002-05-19,2002,05,19,17.6
2002-05-20,2002,05,20,15.9
2002-05-21,2002,05,21,14.7
2002-05-22,2002,05,22,17
2002-05-23,2002,05,23,19.4
2002-05-24,2002,05,24,18.5
2002-05-25,2002,05,25,15
2002-05-26,2002,05,26,9
2002-05-27,2002,05,27,11.8
2002-05-28,2002,05,28,15.4
2002-05-29,2002,05,29,16.7
2002-05-30,2002,05,30,NA
2002-05-31,2002,05,31,NA
2002-06-01,2002,06,01,NA
2002-06-02,2002,06,02,NA
2002-06-03,2002,06,03,NA
2002-06-04,2002,06,04,14.1
2002-06-05,2002,06,05,18.2
2002-06-06,2002,06,06,33.3
2002-06-07,2002,06,07,11.3
2002-06-08,2002,06,08,16.6
2002-06-09,2002,06,09,14.1
2002-06-10,2002,06,10,18.1
2002-06-11,2002,06,11,15.2
2002-06-12,2002,06,12,11.5
2002-06-13,2002,06,13,12.9
2002-06-14,2002,06,14,17.4
2002-06-15,2002,06,15,16.3
2002-06-16,2002,06,16,19.5
2002-06-17,2002,06,17,20.4
2002-06-18,2002,06,18,17.7
2002-06-19,2002,06,19,16
2002-06-20,2002,06,20,19.2
2002-06-21,2002,06,21,15.1
2002-06-22,2002,06,22,11.5
2002-06-23,2002,06,23,11.6
2002-06-24,2002,06,24,15.5
2002-06-25,2002,06,25,19.5
2002-06-26,2002,06,26,19.7
2002-06-27,2002,06,27,16.6
2002-06-28,2002,06,28,NA
2002-06-29,2002,06,29,17.6
2002-06-30,2002,06,30,13
2002-07-01,2002,07,01,10.4
2002-07-02,2002,07,02,14
2002-07-03,2002,07,03,15.3
2002-07-04,2002,07,04,15.2
2002-07-05,2002,07,05,13.4
2002-07-06,2002,07,06,18.3
2002-07-07,2002,07,07,12.9
2002-07-08,2002,07,08,10.1
2002-07-09,2002,07,09,8.8
2002-07-10,2002,07,10,12
2002-07-11,2002,07,11,15.8
2002-07-12,2002,07,12,20.3
2002-07-13,2002,07,13,21.9
2002-07-14,2002,07,14,25.5
2002-07-15,2002,07,15,31.8
2002-07-16,2002,07,16,30.4
2002-07-17,2002,07,17,21.7
2002-07-18,2002,07,18,23.4
2002-07-19,2002,07,19,13.1
2002-07-20,2002,07,20,17.8
2002-07-21,2002,07,21,17.1
2002-07-22,2002,07,22,19
2002-07-23,2002,07,23,13.6
2002-07-24,2002,07,24,15.3
2002-07-25,2002,07,25,14
2002-07-26,2002,07,26,16.4
2002-07-27,2002,07,27,16.5
2002-07-28,2002,07,28,21.7
2002-07-29,2002,07,29,40.2
2002-07-30,2002,07,30,43.4
2002-07-31,2002,07,31,22.3
2002-08-01,2002,08,01,18.3
2002-08-02,2002,08,02,17.9
2002-08-03,2002,08,03,16.1
2002-08-04,2002,08,04,19.1
2002-08-05,2002,08,05,24.8
2002-08-06,2002,08,06,29.6
2002-08-07,2002,08,07,30.8
2002-08-08,2002,08,08,16.2
2002-08-09,2002,08,09,12.2
2002-08-10,2002,08,10,21.9
2002-08-11,2002,08,11,16.1
2002-08-12,2002,08,12,19
2002-08-13,2002,08,13,28.4
2002-08-14,2002,08,14,26.7
2002-08-15,2002,08,15,36.8
2002-08-16,2002,08,16,29.3
2002-08-17,2002,08,17,27.6
2002-08-18,2002,08,18,17.5
2002-08-19,2002,08,19,14.8
2002-08-20,2002,08,20,25.9
2002-08-21,2002,08,21,21.9
2002-08-22,2002,08,22,27.3
2002-08-23,2002,08,23,25.5
2002-08-24,2002,08,24,16.5
2002-08-25,2002,08,25,17.6
2002-08-26,2002,08,26,18.3
2002-08-27,2002,08,27,24.7
2002-08-28,2002,08,28,36.8
2002-08-29,2002,08,29,20.5
2002-08-30,2002,08,30,9.3
2002-08-31,2002,08,31,10.1
2002-09-01,2002,09,01,18.7
2002-09-02,2002,09,02,26.8
2002-09-03,2002,09,03,30.6
2002-09-04,2002,09,04,32.6
2002-09-05,2002,09,05,31.2
2002-09-06,2002,09,06,19.4
2002-09-07,2002,09,07,10.3
2002-09-08,2002,09,08,16.1
2002-09-09,2002,09,09,19.9
2002-09-10,2002,09,10,14.9
2002-09-11,2002,09,11,36.2
2002-09-12,2002,09,12,NA
2002-09-13,2002,09,13,NA
2002-09-14,2002,09,14,21.3
2002-09-15,2002,09,15,15.4
2002-09-16,2002,09,16,22.2
2002-09-17,2002,09,17,23.2
2002-09-18,2002,09,18,21.5
2002-09-19,2002,09,19,24.5
2002-09-20,2002,09,20,28.9
2002-09-21,2002,09,21,34
2002-09-22,2002,09,22,15.8
2002-09-23,2002,09,23,20.6
2002-09-24,2002,09,24,18.5
2002-09-25,2002,09,25,26.3
2002-09-26,2002,09,26,25.5
2002-09-27,2002,09,27,35.8
2002-09-28,2002,09,28,27.4
2002-09-29,2002,09,29,17.5
2002-09-30,2002,09,30,26.7
2002-10-01,2002,10,01,42.5
2002-10-02,2002,10,02,25.9
2002-10-03,2002,10,03,20.4
2002-10-04,2002,10,04,23.4
2002-10-05,2002,10,05,16.6
2002-10-06,2002,10,06,15.1
2002-10-07,2002,10,07,22.2
2002-10-08,2002,10,08,19.8
2002-10-09,2002,10,09,30.2
2002-10-10,2002,10,10,32.1
2002-10-11,2002,10,11,35
2002-10-12,2002,10,12,22.5
2002-10-13,2002,10,13,15.6
2002-10-14,2002,10,14,23.1
2002-10-15,2002,10,15,14
2002-10-16,2002,10,16,17.4
2002-10-17,2002,10,17,18.9
2002-10-18,2002,10,18,25.3
2002-10-19,2002,10,19,19.2
2002-10-20,2002,10,20,26.2
2002-10-21,2002,10,21,22.4
2002-10-22,2002,10,22,12.3
2002-10-23,2002,10,23,9
2002-10-24,2002,10,24,17.2
2002-10-25,2002,10,25,11.9
2002-10-26,2002,10,26,19.9
2002-10-27,2002,10,27,18.4
2002-10-28,2002,10,28,20.9
2002-10-29,2002,10,29,20.8
2002-10-30,2002,10,30,26
2002-10-31,2002,10,31,30.6
2002-11-01,2002,11,01,17.8
2002-11-02,2002,11,02,15.9
2002-11-03,2002,11,03,18.8
2002-11-04,2002,11,04,32.4
2002-11-05,2002,11,05,25
2002-11-06,2002,11,06,16.3
2002-11-07,2002,11,07,15.4
2002-11-08,2002,11,08,10.5
2002-11-09,2002,11,09,24.8
2002-11-10,2002,11,10,11.9
2002-11-11,2002,11,11,19.3
2002-11-12,2002,11,12,14.8
2002-11-13,2002,11,13,11.2
2002-11-14,2002,11,14,13.9
2002-11-15,2002,11,15,22.2
2002-11-16,2002,11,16,30.8
2002-11-17,2002,11,17,28.9
2002-11-18,2002,11,18,35.8
2002-11-19,2002,11,19,15.9
2002-11-20,2002,11,20,15.4
2002-11-21,2002,11,21,12.6
2002-11-22,2002,11,22,12.6
2002-11-23,2002,11,23,14.5
2002-11-24,2002,11,24,16.1
2002-11-25,2002,11,25,23.3
2002-11-26,2002,11,26,16.5
2002-11-27,2002,11,27,15.4
2002-11-28,2002,11,28,17.5
2002-11-29,2002,11,29,23.6
2002-11-30,2002,11,30,17.3
2002-12-01,2002,12,01,9.4
2002-12-02,2002,12,02,14.9
2002-12-03,2002,12,03,23.4
2002-12-04,2002,12,04,18.6
2002-12-05,2002,12,05,28.5
2002-12-06,2002,12,06,27.9
2002-12-07,2002,12,07,19
2002-12-08,2002,12,08,28.5
2002-12-09,2002,12,09,30.1
2002-12-10,2002,12,10,34
2002-12-11,2002,12,11,39
2002-12-12,2002,12,12,50.1
2002-12-13,2002,12,13,45.1
2002-12-14,2002,12,14,24.6
2002-12-15,2002,12,15,18.3
2002-12-16,2002,12,16,26
2002-12-17,2002,12,17,35.4
2002-12-18,2002,12,18,21.6
2002-12-19,2002,12,19,23.3
2002-12-20,2002,12,20,36.1
2002-12-21,2002,12,21,29.4
2002-12-22,2002,12,22,7.3
2002-12-23,2002,12,23,10.4
2002-12-24,2002,12,24,22.9
2002-12-25,2002,12,25,15.6
2002-12-26,2002,12,26,12.6
2002-12-27,2002,12,27,19.9
2002-12-28,2002,12,28,13.2
2002-12-29,2002,12,29,9.8
2002-12-30,2002,12,30,12.1
2002-12-31,2002,12,31,16.6
2003-01-01,2003,01,01,47.5
2003-01-02,2003,01,02,42.1
2003-01-03,2003,01,03,12.8
2003-01-04,2003,01,04,NA
2003-01-05,2003,01,05,NA
2003-01-06,2003,01,06,NA
2003-01-07,2003,01,07,NA
2003-01-08,2003,01,08,NA
2003-01-09,2003,01,09,NA
2003-01-10,2003,01,10,NA
2003-01-11,2003,01,11,NA
2003-01-12,2003,01,12,NA
2003-01-13,2003,01,13,NA
2003-01-14,2003,01,14,NA
2003-01-15,2003,01,15,NA
2003-01-16,2003,01,16,NA
2003-01-17,2003,01,17,NA
2003-01-18,2003,01,18,NA
2003-01-19,2003,01,19,NA
2003-01-20,2003,01,20,NA
2003-01-21,2003,01,21,NA
2003-01-22,2003,01,22,NA
2003-01-23,2003,01,23,NA
2003-01-24,2003,01,24,NA
2003-01-25,2003,01,25,NA
2003-01-26,2003,01,26,NA
2003-01-27,2003,01,27,NA
2003-01-28,2003,01,28,NA
2003-01-29,2003,01,29,NA
2003-01-30,2003,01,30,NA
2003-01-31,2003,01,31,NA
2003-02-01,2003,02,01,NA
2003-02-02,2003,02,02,NA
2003-02-03,2003,02,03,NA
2003-02-04,2003,02,04,NA
2003-02-05,2003,02,05,NA
2003-02-06,2003,02,06,NA
2003-02-07,2003,02,07,NA
2003-02-08,2003,02,08,NA
2003-02-09,2003,02,09,NA
2003-02-10,2003,02,10,NA
2003-02-11,2003,02,11,NA
2003-02-12,2003,02,12,NA
2003-02-13,2003,02,13,NA
2003-02-14,2003,02,14,NA
2003-02-15,2003,02,15,NA
2003-02-16,2003,02,16,NA
2003-02-17,2003,02,17,NA
2003-02-18,2003,02,18,NA
2003-02-19,2003,02,19,NA
2003-02-20,2003,02,20,NA
2003-02-21,2003,02,21,NA
2003-02-22,2003,02,22,NA
2003-02-23,2003,02,23,NA
2003-02-24,2003,02,24,NA
2003-02-25,2003,02,25,NA
2003-02-26,2003,02,26,NA
2003-02-27,2003,02,27,NA
2003-02-28,2003,02,28,NA
2003-03-01,2003,03,01,NA
2003-03-02,2003,03,02,NA
2003-03-03,2003,03,03,NA
2003-03-04,2003,03,04,NA
2003-03-05,2003,03,05,NA
2003-03-06,2003,03,06,NA
2003-03-07,2003,03,07,NA
2003-03-08,2003,03,08,NA
2003-03-09,2003,03,09,NA
2003-03-10,2003,03,10,NA
2003-03-11,2003,03,11,NA
2003-03-12,2003,03,12,NA
2003-03-13,2003,03,13,NA
2003-03-14,2003,03,14,NA
2003-03-15,2003,03,15,NA
2003-03-16,2003,03,16,NA
2003-03-17,2003,03,17,NA
2003-03-18,2003,03,18,NA
2003-03-19,2003,03,19,NA
2003-03-20,2003,03,20,NA
2003-03-21,2003,03,21,NA
2003-03-22,2003,03,22,NA
2003-03-23,2003,03,23,NA
2003-03-24,2003,03,24,NA
2003-03-25,2003,03,25,NA
2003-03-26,2003,03,26,NA
2003-03-27,2003,03,27,NA
2003-03-28,2003,03,28,NA
2003-03-29,2003,03,29,NA
2003-03-30,2003,03,30,NA
2003-03-31,2003,03,31,NA
2003-04-01,2003,04,01,NA
2003-04-02,2003,04,02,NA
2003-04-03,2003,04,03,NA
2003-04-04,2003,04,04,NA
2003-04-05,2003,04,05,NA
2003-04-06,2003,04,06,NA
2003-04-07,2003,04,07,NA
2003-04-08,2003,04,08,NA
2003-04-09,2003,04,09,NA
2003-04-10,2003,04,10,NA
2003-04-11,2003,04,11,NA
2003-04-12,2003,04,12,NA
2003-04-13,2003,04,13,NA
2003-04-14,2003,04,14,NA
2003-04-15,2003,04,15,NA
2003-04-16,2003,04,16,NA
2003-04-17,2003,04,17,NA
2003-04-18,2003,04,18,NA
2003-04-19,2003,04,19,NA
2003-04-20,2003,04,20,NA
2003-04-21,2003,04,21,NA
2003-04-22,2003,04,22,NA
2003-04-23,2003,04,23,NA
2003-04-24,2003,04,24,NA
2003-04-25,2003,04,25,NA
2003-04-26,2003,04,26,NA
2003-04-27,2003,04,27,NA
2003-04-28,2003,04,28,NA
2003-04-29,2003,04,29,NA
2003-04-30,2003,04,30,NA
2003-05-01,2003,05,01,NA
2003-05-02,2003,05,02,NA
2003-05-03,2003,05,03,NA
2003-05-04,2003,05,04,NA
2003-05-05,2003,05,05,NA
2003-05-06,2003,05,06,NA
2003-05-07,2003,05,07,NA
2003-05-08,2003,05,08,NA
2003-05-09,2003,05,09,NA
2003-05-10,2003,05,10,NA
2003-05-11,2003,05,11,NA
2003-05-12,2003,05,12,NA
2003-05-13,2003,05,13,NA
2003-05-14,2003,05,14,NA
2003-05-15,2003,05,15,NA
2003-05-16,2003,05,16,NA
2003-05-17,2003,05,17,NA
2003-05-18,2003,05,18,NA
2003-05-19,2003,05,19,NA
2003-05-20,2003,05,20,NA
2003-05-21,2003,05,21,NA
2003-05-22,2003,05,22,NA
2003-05-23,2003,05,23,NA
2003-05-24,2003,05,24,NA
2003-05-25,2003,05,25,NA
2003-05-26,2003,05,26,NA
2003-05-27,2003,05,27,NA
2003-05-28,2003,05,28,NA
2003-05-29,2003,05,29,NA
2003-05-30,2003,05,30,NA
2003-05-31,2003,05,31,NA
2003-06-01,2003,06,01,NA
2003-06-02,2003,06,02,NA
2003-06-03,2003,06,03,NA
2003-06-04,2003,06,04,NA
2003-06-05,2003,06,05,NA
2003-06-06,2003,06,06,NA
2003-06-07,2003,06,07,NA
2003-06-08,2003,06,08,NA
2003-06-09,2003,06,09,NA
2003-06-10,2003,06,10,NA
2003-06-11,2003,06,11,NA
2003-06-12,2003,06,12,NA
2003-06-13,2003,06,13,15.5
2003-06-14,2003,06,14,20.1
2003-06-15,2003,06,15,20.9
2003-06-16,2003,06,16,23.6
2003-06-17,2003,06,17,30
2003-06-18,2003,06,18,16.2
2003-06-19,2003,06,19,10.4
2003-06-20,2003,06,20,11.2
2003-06-21,2003,06,21,19.4
2003-06-22,2003,06,22,24
2003-06-23,2003,06,23,8.3
2003-06-24,2003,06,24,15.6
2003-06-25,2003,06,25,20.5
2003-06-26,2003,06,26,34
2003-06-27,2003,06,27,25.5
2003-06-28,2003,06,28,12.5
2003-06-29,2003,06,29,26.5
2003-06-30,2003,06,30,18.8
2003-07-01,2003,07,01,16.7
2003-07-02,2003,07,02,23.9
2003-07-03,2003,07,03,20.5
2003-07-04,2003,07,04,18
2003-07-05,2003,07,05,22.3
2003-07-06,2003,07,06,21.3
2003-07-07,2003,07,07,22.3
2003-07-08,2003,07,08,20.3
2003-07-09,2003,07,09,28.6
2003-07-10,2003,07,10,25
2003-07-11,2003,07,11,17.2
2003-07-12,2003,07,12,27.8
2003-07-13,2003,07,13,28.1
2003-07-14,2003,07,14,34.7
2003-07-15,2003,07,15,41.3
2003-07-16,2003,07,16,39
2003-07-17,2003,07,17,10.5
2003-07-18,2003,07,18,16
2003-07-19,2003,07,19,16
2003-07-20,2003,07,20,16.4
2003-07-21,2003,07,21,16.9
2003-07-22,2003,07,22,18
2003-07-23,2003,07,23,12.8
2003-07-24,2003,07,24,13.5
2003-07-25,2003,07,25,10.2
2003-07-26,2003,07,26,12.8
2003-07-27,2003,07,27,12.7
2003-07-28,2003,07,28,21.5
2003-07-29,2003,07,29,15.4
2003-07-30,2003,07,30,15.5
2003-07-31,2003,07,31,17.2
2003-08-01,2003,08,01,21.5
2003-08-02,2003,08,02,16.8
2003-08-03,2003,08,03,30.8
2003-08-04,2003,08,04,45.3
2003-08-05,2003,08,05,33.2
2003-08-06,2003,08,06,53.3
2003-08-07,2003,08,07,48
2003-08-08,2003,08,08,65.3
2003-08-09,2003,08,09,60.7
2003-08-10,2003,08,10,69.9
2003-08-11,2003,08,11,57.5
2003-08-12,2003,08,12,NA
2003-08-13,2003,08,13,NA
2003-08-14,2003,08,14,21.3
2003-08-15,2003,08,15,22.8
2003-08-16,2003,08,16,20.3
2003-08-17,2003,08,17,26.3
2003-08-18,2003,08,18,28.5
2003-08-19,2003,08,19,16
2003-08-20,2003,08,20,24.5
2003-08-21,2003,08,21,20.3
2003-08-22,2003,08,22,19.9
2003-08-23,2003,08,23,21.2
2003-08-24,2003,08,24,23.2
2003-08-25,2003,08,25,13.6
2003-08-26,2003,08,26,25.6
2003-08-27,2003,08,27,24.9
2003-08-28,2003,08,28,25.1
2003-08-29,2003,08,29,17.5
2003-08-30,2003,08,30,17.5
2003-08-31,2003,08,31,19.5
2003-09-01,2003,09,01,22.7
2003-09-02,2003,09,02,30.1
2003-09-03,2003,09,03,37.3
2003-09-04,2003,09,04,35.9
2003-09-05,2003,09,05,34.1
2003-09-06,2003,09,06,19.5
2003-09-07,2003,09,07,14.3
2003-09-08,2003,09,08,25.1
2003-09-09,2003,09,09,17.9
2003-09-10,2003,09,10,14.3
2003-09-11,2003,09,11,22.3
2003-09-12,2003,09,12,22.7
2003-09-13,2003,09,13,27.4
2003-09-14,2003,09,14,26.8
2003-09-15,2003,09,15,33.1
2003-09-16,2003,09,16,33.8
2003-09-17,2003,09,17,36.2
2003-09-18,2003,09,18,37.6
2003-09-19,2003,09,19,36.8
2003-09-20,2003,09,20,41.7
2003-09-21,2003,09,21,31.9
2003-09-22,2003,09,22,17.4
2003-09-23,2003,09,23,15.6
2003-09-24,2003,09,24,25
2003-09-25,2003,09,25,30.2
2003-09-26,2003,09,26,33.1
2003-09-27,2003,09,27,18.6
2003-09-28,2003,09,28,20.4
2003-09-29,2003,09,29,20.1
2003-09-30,2003,09,30,23.5
2003-10-01,2003,10,01,32.3
2003-10-02,2003,10,02,38.7
2003-10-03,2003,10,03,25.5
2003-10-04,2003,10,04,10.7
2003-10-05,2003,10,05,7.2
2003-10-06,2003,10,06,14.4
2003-10-07,2003,10,07,19.7
2003-10-08,2003,10,08,19.5
2003-10-09,2003,10,09,16.8
2003-10-10,2003,10,10,15.8
2003-10-11,2003,10,11,28.6
2003-10-12,2003,10,12,23.8
2003-10-13,2003,10,13,28.8
2003-10-14,2003,10,14,30.3
2003-10-15,2003,10,15,27.6
2003-10-16,2003,10,16,28.6
2003-10-17,2003,10,17,27.7
2003-10-18,2003,10,18,28.8
2003-10-19,2003,10,19,17.8
2003-10-20,2003,10,20,23.1
2003-10-21,2003,10,21,25.1
2003-10-22,2003,10,22,22.3
2003-10-23,2003,10,23,21
2003-10-24,2003,10,24,23.2
2003-10-25,2003,10,25,14.5
2003-10-26,2003,10,26,17.8
2003-10-27,2003,10,27,38.1
2003-10-28,2003,10,28,34.1
2003-10-29,2003,10,29,14.7
2003-10-30,2003,10,30,8.1
2003-10-31,2003,10,31,16.2
2003-11-01,2003,11,01,17.5
2003-11-02,2003,11,02,16.2
2003-11-03,2003,11,03,15.9
2003-11-04,2003,11,04,17.6
2003-11-05,2003,11,05,22.3
2003-11-06,2003,11,06,41.3
2003-11-07,2003,11,07,35.5
2003-11-08,2003,11,08,24
2003-11-09,2003,11,09,29.8
2003-11-10,2003,11,10,30.2
2003-11-11,2003,11,11,21.3
2003-11-12,2003,11,12,18.6
2003-11-13,2003,11,13,19.5
2003-11-14,2003,11,14,19.5
2003-11-15,2003,11,15,24.9
2003-11-16,2003,11,16,18.8
2003-11-17,2003,11,17,15.4
2003-11-18,2003,11,18,9.8
2003-11-19,2003,11,19,15.3
2003-11-20,2003,11,20,17
2003-11-21,2003,11,21,21.3
2003-11-22,2003,11,22,8
2003-11-23,2003,11,23,9.6
2003-11-24,2003,11,24,24.3
2003-11-25,2003,11,25,12.6
2003-11-26,2003,11,26,9.9
2003-11-27,2003,11,27,43.6
2003-11-28,2003,11,28,26.5
2003-11-29,2003,11,29,12.9
2003-11-30,2003,11,30,13.3
2003-12-01,2003,12,01,17.9
2003-12-02,2003,12,02,25.8
2003-12-03,2003,12,03,31.3
2003-12-04,2003,12,04,25.5
2003-12-05,2003,12,05,33.9
2003-12-06,2003,12,06,29.7
2003-12-07,2003,12,07,15.7
2003-12-08,2003,12,08,24.5
2003-12-09,2003,12,09,42.1
2003-12-10,2003,12,10,26.1
2003-12-11,2003,12,11,18
2003-12-12,2003,12,12,14.8
2003-12-13,2003,12,13,3.9
2003-12-14,2003,12,14,13.6
2003-12-15,2003,12,15,23.2
2003-12-16,2003,12,16,35.3
2003-12-17,2003,12,17,31.4
2003-12-18,2003,12,18,34.9
2003-12-19,2003,12,19,42.4
2003-12-20,2003,12,20,11.5
2003-12-21,2003,12,21,9.7
2003-12-22,2003,12,22,16
2003-12-23,2003,12,23,12.4
2003-12-24,2003,12,24,6.8
2003-12-25,2003,12,25,3.1
2003-12-26,2003,12,26,6.7
2003-12-27,2003,12,27,8.3
2003-12-28,2003,12,28,11.4
2003-12-29,2003,12,29,16.2
2003-12-30,2003,12,30,19.2
2003-12-31,2003,12,31,18
